Etc/UTC,Open,High,Low,Close,Volume
2020-02-05T00:00:00+00:00,186.7,186.7,186.6,186.6,141250
2020-02-05T00:01:00+00:00,186.7,186.7,186.6,186.7,266500
2020-02-05T00:02:00+00:00,186.6,186.7,186.6,186.6,116250
2020-02-05T00:03:00+00:00,186.6,186.8,186.6,186.8,89750
2020-02-05T00:04:00+00:00,186.9,186.9,186.8,186.9,56250
2020-02-05T00:05:00+00:00,187,187,186.9,187,44500
2020-02-05T00:06:00+00:00,187,187,187,187,1000
2020-02-05T00:07:00+00:00,187,187.1,186.9,187,41000
2020-02-05T00:08:00+00:00,187.1,187.1,187,187.1,13500
2020-02-05T00:09:00+00:00,187.1,187.2,187.1,187.2,30250
2020-02-05T00:10:00+00:00,187.1,187.2,187,187.1,40000
2020-02-05T00:11:00+00:00,187.1,187.2,187.1,187.2,20250
2020-02-05T00:12:00+00:00,187.1,187.1,187.1,187.1,1000
2020-02-05T00:13:00+00:00,187.2,187.4,187.1,187.3,50500
2020-02-05T00:14:00+00:00,187.4,187.4,187.4,187.4,15000
2020-02-05T00:15:00+00:00,187.3,187.4,187.1,187.2,110000
2020-02-05T00:16:00+00:00,187.1,187.2,187,187.2,63750
2020-02-05T00:17:00+00:00,187.3,187.3,187,187.1,127250
2020-02-05T00:18:00+00:00,187.2,187.2,187.1,187.2,69500
2020-02-05T00:19:00+00:00,187.3,187.3,187.2,187.2,37000
2020-02-05T00:20:00+00:00,187.3,187.3,187.1,187.1,37750
2020-02-05T00:21:00+00:00,187,187,187,187,11000
2020-02-05T00:22:00+00:00,187,187,186.9,186.9,34500
2020-02-05T00:23:00+00:00,187,187,186.9,187,26000
2020-02-05T00:24:00+00:00,186.9,187,186.9,187,18500
2020-02-05T00:25:00+00:00,187,187,186.9,186.9,63750
2020-02-05T00:26:00+00:00,187,187,186.8,186.8,85000
2020-02-05T00:27:00+00:00,186.9,187,186.8,187,200000
2020-02-05T00:28:00+00:00,186.9,187.2,186.9,187.2,68750
2020-02-05T00:29:00+00:00,187.3,187.3,187.3,187.3,7500
2020-02-05T00:30:00+00:00,187.2,187.2,187.2,187.2,1000
2020-02-05T00:31:00+00:00,187.2,187.3,187.1,187.3,116500
2020-02-05T00:32:00+00:00,187.2,187.3,187.1,187.3,123500
2020-02-05T00:33:00+00:00,187.4,187.4,187.3,187.4,26000
2020-02-05T00:34:00+00:00,187.3,187.4,187.3,187.4,37000
2020-02-05T00:35:00+00:00,187.3,187.4,187.3,187.4,2000
2020-02-05T00:36:00+00:00,187.5,187.5,187.4,187.5,63000
2020-02-05T00:37:00+00:00,187.5,187.5,187.4,187.4,82250
2020-02-05T00:38:00+00:00,187.4,187.4,187,187.2,78750
2020-02-05T00:39:00+00:00,187.3,187.4,187.2,187.3,241250
2020-02-05T00:40:00+00:00,187.3,187.3,187.2,187.3,132500
2020-02-05T00:41:00+00:00,187.4,187.4,187.3,187.3,37000
2020-02-05T00:42:00+00:00,187.3,187.3,187.3,187.3,11750
2020-02-05T00:43:00+00:00,187.2,187.3,187.2,187.2,71500
2020-02-05T00:44:00+00:00,187.2,187.2,187.2,187.2,82250
2020-02-05T00:45:00+00:00,187.3,187.3,187.2,187.2,74000
2020-02-05T00:46:00+00:00,187.3,187.4,187.2,187.3,119250
2020-02-05T00:47:00+00:00,187.4,187.4,187.3,187.4,285000
2020-02-05T00:48:00+00:00,187.3,187.4,187.3,187.4,74000
2020-02-05T00:49:00+00:00,187.3,187.3,187.3,187.3,1000
2020-02-05T00:50:00+00:00,187.4,187.5,187.4,187.4,38000
2020-02-05T00:51:00+00:00,187.5,187.7,187.5,187.6,92250
2020-02-05T00:52:00+00:00,187.7,188.2,187.7,187.8,346500
2020-02-05T00:53:00+00:00,187.9,188,187.8,187.8,111000
2020-02-05T00:54:00+00:00,187.8,187.8,187.5,187.5,48000
2020-02-05T00:55:00+00:00,187.6,187.8,187.6,187.6,251750
2020-02-05T00:56:00+00:00,187.6,187.7,187.5,187.5,43500
2020-02-05T00:57:00+00:00,187.6,187.7,187.5,187.5,40000
2020-02-05T00:58:00+00:00,187.5,187.5,187.4,187.4,79250
2020-02-05T00:59:00+00:00,187.5,187.5,187.4,187.5,44500
2020-02-05T01:00:00+00:00,187.6,188,187.5,187.9,112750
2020-02-05T01:01:00+00:00,187.8,188,187.8,188,97500
2020-02-05T01:02:00+00:00,188.1,188.1,188,188,30250
2020-02-05T01:03:00+00:00,188,188,187.8,187.8,42500
2020-02-05T01:04:00+00:00,187.8,187.8,187.6,187.6,108250
2020-02-05T01:05:00+00:00,187.7,187.8,187.6,187.8,70500
2020-02-05T01:06:00+00:00,187.8,187.8,187.8,187.8,1000
2020-02-05T01:07:00+00:00,187.8,187.8,187.6,187.7,31750
2020-02-05T01:08:00+00:00,187.7,187.7,187.6,187.6,95750
2020-02-05T01:09:00+00:00,187.6,187.6,187.5,187.5,47000
2020-02-05T01:10:00+00:00,187.5,187.5,187.3,187.3,45500
2020-02-05T01:11:00+00:00,187.3,187.3,187.1,187.3,51750
2020-02-05T01:12:00+00:00,187.2,187.3,187.2,187.3,92500
2020-02-05T01:13:00+00:00,187.2,187.2,187.2,187.2,22750
2020-02-05T01:14:00+00:00,187.2,187.4,187.2,187.3,74750
2020-02-05T01:15:00+00:00,187.3,187.3,187.2,187.3,75500
2020-02-05T01:16:00+00:00,187.4,187.5,187.3,187.4,81500
2020-02-05T01:17:00+00:00,187.4,187.4,187.2,187.2,69750
2020-02-05T01:18:00+00:00,187.2,187.2,187,187,94000
2020-02-05T01:19:00+00:00,186.9,187,186.9,187,38000
2020-02-05T01:20:00+00:00,187,187,186.9,187,19250
2020-02-05T01:21:00+00:00,187,187,186.9,186.9,22750
2020-02-05T01:22:00+00:00,186.9,186.9,186.8,186.9,21250
2020-02-05T01:23:00+00:00,186.9,186.9,186.9,186.9,1000
2020-02-05T01:24:00+00:00,186.8,186.9,186.8,186.9,19500
2020-02-05T01:25:00+00:00,186.8,186.8,186.8,186.8,11000
2020-02-05T01:26:00+00:00,186.8,186.8,186.6,186.7,71250
2020-02-05T01:27:00+00:00,186.8,186.8,186.6,186.7,26750
2020-02-05T01:28:00+00:00,186.8,186.9,186.8,186.8,82500
2020-02-05T01:29:00+00:00,186.7,186.8,186.7,186.7,30500
2020-02-05T01:30:00+00:00,186.8,186.8,186.7,186.7,85750
2020-02-05T01:31:00+00:00,186.7,186.7,186.4,186.5,85250
2020-02-05T01:32:00+00:00,186.5,186.5,186.4,186.4,79750
2020-02-05T01:33:00+00:00,186.4,186.4,186.3,186.3,95750
2020-02-05T01:34:00+00:00,186.3,186.3,186.2,186.3,90750
2020-02-05T01:35:00+00:00,186.4,186.5,186.4,186.5,41000
2020-02-05T01:36:00+00:00,186.5,186.5,186.5,186.5,1000
2020-02-05T01:38:00+00:00,186.6,186.7,186.6,186.7,33500
2020-02-05T01:39:00+00:00,186.6,186.8,186.6,186.8,52750
2020-02-05T01:40:00+00:00,186.8,186.8,186.7,186.8,86500
2020-02-05T01:41:00+00:00,186.7,186.8,186.7,186.8,204250
2020-02-05T01:42:00+00:00,186.7,186.8,186.7,186.7,51000
2020-02-05T01:44:00+00:00,186.7,186.8,186.7,186.7,93500
2020-02-05T01:45:00+00:00,186.8,186.8,186.7,186.8,144500
2020-02-05T01:46:00+00:00,186.7,186.8,186.7,186.7,116000
2020-02-05T01:47:00+00:00,186.6,186.6,186.4,186.4,58750
2020-02-05T01:48:00+00:00,186.4,186.4,186.3,186.3,47000
2020-02-05T01:49:00+00:00,186.2,186.4,186.2,186.3,152250
